date,time,rainfall_event,wind_speed,wind_direction
15/7/20,14:50:00,4,23.3,227.3
15/7/20,15:00:00,4,21.6,241.6
15/7/20,15:10:00,4,22.7,234.5
15/7/20,15:20:00,4,22.2,236.7
15/7/20,15:30:00,4,22.9,233.9
15/7/20,15:40:00,4,20.3,240.1
15/7/20,15:50:00,4,22.9,238.3
15/7/20,16:00:00,4,19.7,238
15/7/20,16:10:00,4,21.8,238.6
15/7/20,16:20:00,4,19.3,245.6
15/7/20,16:30:00,4,21.6,246.7
15/7/20,16:40:00,4,20.6,241.4
15/7/20,16:50:00,4,17.6,245
15/7/20,17:00:00,4,18.5,237
15/7/20,17:10:00,4,20.2,236.5
15/7/20,17:20:00,4,15.8,239.7
15/7/20,17:30:00,4,17.5,237.9
15/7/20,17:40:00,4,18.1,234.1
15/7/20,17:50:00,4,18.6,235.3
15/7/20,18:00:00,4,17.9,234.1
15/7/20,18:10:00,4,17.8,233.7
15/7/20,18:20:00,4,17.7,232.8
15/7/20,18:30:00,4,15.9,235.1
15/7/20,18:40:00,4,17.9,239.1
15/7/20,18:50:00,4,18.1,237.8
15/7/20,19:00:00,4,17.6,239.2
15/7/20,19:10:00,4,19.6,238.7
15/7/20,19:20:00,4,20.4,232.7
15/7/20,19:30:00,4,17,244.3
15/7/20,19:40:00,4,17.9,238.7
15/7/20,19:50:00,4,16.2,239.2
15/7/20,20:00:00,4,17.2,233.7
15/7/20,20:10:00,4,16.1,236.9
15/7/20,20:20:00,4,14.9,240.6
15/7/20,20:30:00,4,14.4,241.3
15/7/20,20:40:00,4,15.4,240.6
15/7/20,20:50:00,4,17.2,239.6
15/7/20,21:00:00,4,15.7,237.1
15/7/20,21:10:00,4,15.1,234.1
15/7/20,21:20:00,4,15,231.1
15/7/20,21:30:00,4,16.5,231.1
15/7/20,21:40:00,4,16,232
15/7/20,21:50:00,4,15.6,231.6
15/7/20,22:00:00,4,16.2,232.3
15/7/20,22:10:00,4,16.5,230.2
15/7/20,22:20:00,4,16,230
15/7/20,22:30:00,4,14.4,227.2
15/7/20,22:40:00,4,15.2,228.8
15/7/20,22:50:00,4,15.4,229.4
15/7/20,23:00:00,4,16,228.3
15/7/20,23:10:00,4,14.6,229.7
15/7/20,23:20:00,4,14.7,231.1
15/7/20,23:30:00,4,13,244.3
15/7/20,23:40:00,4,11.7,240
15/7/20,23:50:00,4,11.2,244
16/7/20,0:00:00,4,13.3,244.4
16/7/20,0:10:00,4,11.5,245.1
16/7/20,0:20:00,4,12.3,245.4
16/7/20,0:30:00,4,12.8,245.2
16/7/20,0:40:00,4,11.6,245
16/7/20,0:50:00,4,10.9,247.9
16/7/20,1:00:00,4,11,244.8
16/7/20,1:10:00,4,11.8,244.3
16/7/20,1:20:00,4,11,248.6
16/7/20,1:30:00,4,10.5,251.6
16/7/20,1:40:00,4,10.7,250.9
16/7/20,1:50:00,4,10.3,251.1
16/7/20,2:00:00,4,10.3,251.3
16/7/20,2:10:00,4,11.2,249.3
16/7/20,2:20:00,4,11.1,253.6
16/7/20,2:30:00,4,11.3,253.6
16/7/20,2:40:00,4,11.6,250.6
16/7/20,2:50:00,4,12.4,243.2
16/7/20,3:00:00,4,10.7,240
16/7/20,3:10:00,4,10.9,235.1
16/7/20,3:20:00,4,10.5,238.9
16/7/20,3:30:00,4,9.4,243.8
16/7/20,3:40:00,4,11.6,240
16/7/20,3:50:00,4,10.5,242.2
16/7/20,4:00:00,4,9.7,248
16/7/20,4:10:00,4,10.6,248.8
16/7/20,4:20:00,4,11,248.3
16/7/20,4:30:00,4,10.1,251.5
16/7/20,4:40:00,4,10.5,249.7
16/7/20,4:50:00,4,11.3,245.1
16/7/20,5:00:00,4,10.4,243.5
16/7/20,5:10:00,4,10.9,242.5
16/7/20,5:20:00,4,11.9,236.7
16/7/20,5:30:00,4,13.4,235.8
16/7/20,5:40:00,4,14.3,235.5
16/7/20,5:50:00,4,15.2,237.9
16/7/20,6:00:00,4,11.9,242.6
16/7/20,6:10:00,4,12.4,246.7
16/7/20,6:20:00,4,12.9,251.5
16/7/20,6:30:00,4,12.4,250
16/7/20,6:40:00,4,10.7,246.5
16/7/20,6:50:00,4,11.8,247.7
16/7/20,7:00:00,4,12.6,246.7
16/7/20,7:10:00,4,12.9,242.4
16/7/20,7:20:00,4,13.2,244.8
16/7/20,7:30:00,4,13.8,246.1
16/7/20,7:40:00,4,13.4,245.9
16/7/20,7:50:00,4,13.6,244.7
16/7/20,8:00:00,4,14.4,248.8
16/7/20,8:10:00,4,15.8,245.1
16/7/20,8:20:00,4,14.5,245.5
16/7/20,8:30:00,4,13.6,244.5
16/7/20,8:40:00,4,14.2,246.1
16/7/20,8:50:00,4,16.7,241.4
16/7/20,9:00:00,4,16.3,242.6
16/7/20,9:10:00,4,15.6,242.3
16/7/20,9:20:00,4,15.1,241.1
16/7/20,9:30:00,4,14.1,234.5
16/7/20,9:40:00,4,15.6,240
16/7/20,9:50:00,4,14.9,241.8
16/7/20,10:00:00,4,15.9,233.8
16/7/20,10:10:00,4,16.9,239.1
16/7/20,10:20:00,4,19.1,234.6
16/7/20,10:30:00,4,19.1,232.8
16/7/20,10:40:00,4,19.9,227.3
16/7/20,10:50:00,4,18.7,227.4
16/7/20,11:00:00,4,21.2,222.9
16/7/20,11:10:00,4,17.5,214.6
16/7/20,11:20:00,4,18,236.2
16/7/20,11:30:00,4,17.6,227
16/7/20,11:40:00,4,19.7,230.7
16/7/20,11:50:00,4,19.1,234.8
16/7/20,12:00:00,4,18.4,237
16/7/20,12:10:00,4,24.1,230.8
16/7/20,12:20:00,4,22,229.5
16/7/20,12:30:00,4,20,247
16/7/20,12:40:00,4,20.7,230
16/7/20,12:50:00,4,19.9,236.9
16/7/20,13:00:00,4,21.4,232.3
16/7/20,13:10:00,4,21.8,238.4
16/7/20,13:20:00,4,21.4,235.4
16/7/20,13:30:00,4,22.6,239.1
16/7/20,13:40:00,4,20.3,237.6
16/7/20,13:50:00,4,21.6,224.7
16/7/20,14:00:00,4,17.5,235.9
16/7/20,14:10:00,4,18.1,237.6
16/7/20,14:20:00,4,17.7,237.3
16/7/20,14:30:00,4,20.2,239.7
16/7/20,14:40:00,4,21.1,230.7
16/7/20,14:50:00,4,19.8,232.5
16/7/20,15:00:00,4,18.5,228.3
16/7/20,15:10:00,4,17.3,238.8
16/7/20,15:20:00,4,18.4,247.1
16/7/20,15:30:00,4,19.9,231.5
16/7/20,15:40:00,4,19,234.2
16/7/20,15:50:00,4,18.4,239.7
16/7/20,16:00:00,4,19.8,238.7
16/7/20,16:10:00,4,18.3,235.9
16/7/20,16:20:00,4,16.5,247.1
16/7/20,16:30:00,4,16.9,246.4
16/7/20,16:40:00,4,16.2,238.8
16/7/20,16:50:00,4,15.9,240.3
16/7/20,17:00:00,4,13.7,236
16/7/20,17:10:00,4,14.2,236.9
16/7/20,17:20:00,4,13.5,245.5
16/7/20,17:30:00,4,13.8,242.8
16/7/20,17:40:00,4,16.1,236.8
16/7/20,17:50:00,4,14.8,236.5
16/7/20,18:00:00,4,12.8,239.4
16/7/20,18:10:00,4,14.6,239.2
16/7/20,18:20:00,4,13.7,240.8
16/7/20,18:30:00,4,13.7,242.1
16/7/20,18:40:00,4,13.4,242.4
16/7/20,18:50:00,4,14.9,243.1
16/7/20,19:00:00,4,14.8,243.4
16/7/20,19:10:00,4,13.4,244.4
16/7/20,19:20:00,4,14.5,240.5
16/7/20,19:30:00,4,15.5,246.2
16/7/20,19:40:00,4,12.7,253.1
16/7/20,19:50:00,4,14.5,249.1
16/7/20,20:00:00,4,12.5,239.5
16/7/20,20:10:00,4,14.8,246.2
16/7/20,20:20:00,4,14.9,246.4
16/7/20,20:30:00,4,15.2,245.4
16/7/20,20:40:00,4,12.3,244.1
16/7/20,20:50:00,4,11.1,245.4
16/7/20,21:00:00,4,11.9,246.7
16/7/20,21:10:00,4,13.2,242.8
16/7/20,21:20:00,4,14.9,242
16/7/20,21:30:00,4,14.6,240.4
16/7/20,21:40:00,4,15.5,245.2
16/7/20,21:50:00,4,16,240.4
16/7/20,22:00:00,4,16.7,239.9
16/7/20,22:10:00,4,16.7,240
16/7/20,22:20:00,4,14.7,241.7
16/7/20,22:30:00,4,13.5,241.5
16/7/20,22:40:00,4,14.6,238.8
16/7/20,22:50:00,4,16.5,241.2
16/7/20,23:00:00,4,16.5,242.1
16/7/20,23:10:00,4,14.4,242.9
16/7/20,23:20:00,4,14.7,251
16/7/20,23:30:00,4,13.4,250
16/7/20,23:40:00,4,11.5,256.8
16/7/20,23:50:00,4,9.5,258
17/7/20,0:00:00,4,10.6,256.1
17/7/20,0:10:00,4,12.1,252
17/7/20,0:20:00,4,13.5,245.2
17/7/20,0:30:00,4,11.8,240.8
17/7/20,0:40:00,4,10.5,234.4
17/7/20,0:50:00,4,6.7,223.1
17/7/20,1:00:00,4,6,205.3
17/7/20,1:10:00,4,5.2,214
17/7/20,1:20:00,4,4.3,211
17/7/20,1:30:00,4,3.7,221.7
17/7/20,1:40:00,4,3.5,210.9
17/7/20,1:50:00,4,7.4,236.9
17/7/20,2:00:00,4,8.7,238.2
17/7/20,2:10:00,4,11,233.3
17/7/20,2:20:00,4,11.8,232.3
17/7/20,2:30:00,4,11.9,229.6
17/7/20,2:40:00,4,11.6,231.8
17/7/20,2:50:00,4,11.4,231.5
17/7/20,3:00:00,4,11.9,229.8
17/7/20,3:10:00,4,12.5,229.5
17/7/20,3:20:00,4,12.8,229.5
17/7/20,3:30:00,4,9.8,234.2
17/7/20,3:40:00,4,7.7,239.4
17/7/20,3:50:00,4,8.5,235.3
17/7/20,4:00:00,4,9.5,229.8
17/7/20,4:10:00,4,9.6,224.4
17/7/20,4:20:00,4,10.1,228.3
17/7/20,4:30:00,4,10.7,223.2
17/7/20,4:40:00,4,10,224.3
17/7/20,4:50:00,4,9.2,221.7
17/7/20,5:00:00,4,8.5,222.9
17/7/20,5:10:00,4,7.8,228
17/7/20,5:20:00,4,8.6,218.3
17/7/20,5:30:00,4,7.8,219.9
17/7/20,5:40:00,4,6,235.8
17/7/20,5:50:00,4,7.8,223.5
17/7/20,6:00:00,4,8,226.9
17/7/20,6:10:00,4,5.9,234.9
17/7/20,6:20:00,4,5.1,241.8
17/7/20,6:30:00,4,5.7,226.3
17/7/20,6:40:00,4,5.3,211.1
17/7/20,6:50:00,4,4.4,217.5
17/7/20,7:00:00,4,6,215.9
17/7/20,7:10:00,4,7.1,213.4
17/7/20,7:20:00,4,6.9,211.7
17/7/20,7:30:00,4,4.1,209.3
17/7/20,7:40:00,4,4.5,187.8
17/7/20,7:50:00,4,6.5,205
17/7/20,8:00:00,4,6.1,204.5
17/7/20,8:10:00,4,8.3,208.5
17/7/20,8:20:00,4,8.6,210
17/7/20,8:30:00,4,7.8,212
17/7/20,8:40:00,4,7.5,209.5
17/7/20,8:50:00,4,7.6,197.4
17/7/20,9:00:00,4,8.7,207.3
17/7/20,9:10:00,4,9.4,211.1
17/7/20,9:20:00,4,11,219.6
17/7/20,9:30:00,4,7.6,202.8
17/7/20,9:40:00,4,6.9,209.5
17/7/20,9:50:00,4,7.3,225.3
17/7/20,10:00:00,4,5.8,210.8
17/7/20,10:10:00,4,5.6,245.4
17/7/20,10:20:00,4,7.5,241.8
17/7/20,10:30:00,4,8.8,258.3
17/7/20,10:40:00,4,7.8,246.6
17/7/20,10:50:00,4,5.7,174.7
17/7/20,11:00:00,4,6.5,228.4
17/7/20,11:10:00,4,6.5,192.1
17/7/20,11:20:00,4,6.5,195.7
17/7/20,11:30:00,4,6,165.4
17/7/20,11:40:00,4,5.6,173.7
17/7/20,11:50:00,4,5.7,207.3
17/7/20,12:00:00,4,5,210.6
17/7/20,12:10:00,4,5.4,171.9
17/7/20,12:20:00,4,5.5,160.2
17/7/20,12:30:00,4,5.9,206.1
17/7/20,12:40:00,4,6.8,161.9
17/7/20,12:50:00,4,6.2,204.5
17/7/20,13:00:00,4,6.4,224.8
17/7/20,13:10:00,4,5.2,215.9
17/7/20,13:20:00,4,6.9,206.1
17/7/20,13:30:00,4,6.4,247.6
17/7/20,13:40:00,4,5.4,220.6
17/7/20,13:50:00,4,4.8,215.9
17/7/20,14:00:00,4,7.6,193.3
17/7/20,14:10:00,4,6.4,216.6
17/7/20,14:20:00,4,7.8,171.2
17/7/20,14:30:00,4,5.5,175.4
17/7/20,14:40:00,4,7.5,190.7
17/7/20,14:50:00,4,6.4,144.9
17/7/20,15:00:00,4,5.8,152.7
17/7/20,15:10:00,4,5.2,98
17/7/20,15:20:00,4,5.4,159.9
17/7/20,15:30:00,4,5.3,137.6
17/7/20,15:40:00,4,6.8,136.1
17/7/20,15:50:00,4,5.9,120.1
17/7/20,16:00:00,4,4.6,157.6
17/7/20,16:10:00,4,3.1,168.2
17/7/20,16:20:00,4,3.4,151.2
17/7/20,16:30:00,4,2.2,97.7
17/7/20,16:40:00,4,1.5,95
17/7/20,16:50:00,4,1.2,132.9
17/7/20,17:00:00,4,1.2,211.9
17/7/20,17:10:00,4,2.4,213.2
17/7/20,17:20:00,4,1,202.3
17/7/20,17:30:00,4,2.5,192.2
17/7/20,17:40:00,4,3,217.4
17/7/20,17:50:00,4,4,235.6
17/7/20,18:00:00,4,6.2,229.2
17/7/20,18:10:00,4,4.9,211.5
17/7/20,18:20:00,4,2.3,213.1
17/7/20,18:30:00,4,2.7,232.8
17/7/20,18:40:00,4,3.8,234.3
17/7/20,18:50:00,4,4.3,231.9
17/7/20,19:00:00,4,3,217.7
17/7/20,19:10:00,4,3.5,223.1
17/7/20,19:20:00,4,3.2,228.2
17/7/20,19:30:00,4,3.3,226.5
17/7/20,19:40:00,4,4.4,226.3
17/7/20,19:50:00,4,5.1,216
17/7/20,20:00:00,4,3.6,217.8
17/7/20,20:10:00,4,3.6,198.8
17/7/20,20:20:00,4,3,210.2
17/7/20,20:30:00,4,1.7,207.9
17/7/20,20:40:00,4,1.3,182.5
17/7/20,20:50:00,4,1.8,135.5
17/7/20,21:00:00,4,0.9,203.4
17/7/20,21:10:00,4,2.3,240.6
17/7/20,21:20:00,4,2.2,214
17/7/20,21:30:00,4,3.9,208.2
17/7/20,21:40:00,4,4.4,218.7
17/7/20,21:50:00,4,4.4,221.1
17/7/20,22:00:00,4,4.1,230.2
17/7/20,22:10:00,4,4.8,228.5
17/7/20,22:20:00,4,4.8,231.1
17/7/20,22:30:00,4,2.6,223.4
17/7/20,22:40:00,4,2.2,187
17/7/20,22:50:00,4,1.1,185.4
17/7/20,23:00:00,4,1.4,216.5
17/7/20,23:10:00,4,1.8,151.9
17/7/20,23:20:00,4,0.9,147.4
17/7/20,23:30:00,4,0.7,172.5
17/7/20,23:40:00,4,1.7,166.6
17/7/20,23:50:00,4,2,187.6
18/7/20,0:00:00,4,2,126.1
18/7/20,0:10:00,4,0.4,140.9
18/7/20,0:20:00,4,0.8,173.8
18/7/20,0:30:00,4,2.3,173.5
18/7/20,0:40:00,4,1.1,150
18/7/20,0:50:00,4,1.3,155.7
18/7/20,1:00:00,4,1,222.5
18/7/20,1:10:00,4,1.1,291.6
18/7/20,1:20:00,4,0.2,256.7
18/7/20,1:30:00,4,0.8,200.5
18/7/20,1:40:00,4,0.4,293.6
18/7/20,1:50:00,4,0,249.8
18/7/20,2:00:00,4,0,285.8
18/7/20,2:10:00,4,0,294.9
18/7/20,2:20:00,4,0,243.6
18/7/20,2:30:00,4,0,165.1
18/7/20,2:40:00,4,0,70.2
18/7/20,2:50:00,4,0,76.3
18/7/20,3:00:00,4,0,97.8
18/7/20,3:10:00,4,1.2,79.1
18/7/20,3:20:00,4,2.2,75.4
18/7/20,3:30:00,4,2.6,68.2
18/7/20,3:40:00,4,3,64.3
18/7/20,3:50:00,4,2.5,89.8
18/7/20,4:00:00,4,2.4,101
18/7/20,4:10:00,4,1.3,61
18/7/20,4:20:00,4,2,78.2
18/7/20,4:30:00,4,3.1,63
18/7/20,4:40:00,4,3.1,74.7
18/7/20,4:50:00,4,2.2,83.9
18/7/20,5:00:00,4,2.9,58.4
18/7/20,5:10:00,4,2.7,57.1
18/7/20,5:20:00,4,2.7,62
18/7/20,5:30:00,4,2.5,63.3
18/7/20,5:40:00,4,2.9,52.7
18/7/20,5:50:00,4,3.3,55.9
18/7/20,6:00:00,4,2.8,66.1
18/7/20,6:10:00,4,1.9,69.5
18/7/20,6:20:00,4,2,62.2
18/7/20,6:30:00,4,2,65.8
18/7/20,6:40:00,4,2.6,62.2
18/7/20,6:50:00,4,2.5,75.9
18/7/20,7:00:00,4,2.4,85.6
18/7/20,7:10:00,4,2.4,103.7
18/7/20,7:20:00,4,2.1,99.8
18/7/20,7:30:00,4,2.3,95.1
18/7/20,7:40:00,4,4.1,90.6
18/7/20,7:50:00,4,4.4,87.1
18/7/20,8:00:00,4,4.8,88.8
18/7/20,8:10:00,4,5,79.4
18/7/20,8:20:00,4,5.4,85.5
18/7/20,8:30:00,4,4.2,72.1
18/7/20,8:40:00,4,3.5,89.9
18/7/20,8:50:00,4,4.1,100.3
18/7/20,9:00:00,4,4.2,103.2
18/7/20,9:10:00,4,3.9,138.7
18/7/20,9:20:00,4,5.4,128.5
18/7/20,9:30:00,4,4.8,127.8
18/7/20,9:40:00,4,3.7,107.5
18/7/20,9:50:00,4,4.4,113.7
18/7/20,10:00:00,4,4.1,184.2
18/7/20,10:10:00,4,3.4,122.6
18/7/20,10:20:00,4,4.8,207
18/7/20,10:30:00,4,5.3,185.3
18/7/20,10:40:00,4,5.2,111.6
18/7/20,10:50:00,4,4.1,177.2
18/7/20,11:00:00,4,5.4,156.9
18/7/20,11:10:00,4,5.5,194.4
18/7/20,11:20:00,4,5.5,146
18/7/20,11:30:00,4,6.1,188.8
18/7/20,11:40:00,4,6.7,161.4
18/7/20,11:50:00,4,8,186.5
18/7/20,12:00:00,4,7.1,169.5
18/7/20,12:10:00,4,5.7,149
18/7/20,12:20:00,4,6.7,210.7
18/7/20,12:30:00,4,8.2,151.9
18/7/20,12:40:00,4,6.3,159.2
18/7/20,12:50:00,4,5.2,199.5
18/7/20,13:00:00,4,5.3,155.8
18/7/20,13:10:00,4,6.5,164.5
18/7/20,13:20:00,4,7.7,181.2
18/7/20,13:30:00,4,3.9,194.1
18/7/20,13:40:00,4,4.6,148.1
18/7/20,13:50:00,4,9.2,187.6
18/7/20,14:00:00,4,5.2,169.7
18/7/20,14:10:00,4,5.4,252.2
18/7/20,14:20:00,4,5,133.3
18/7/20,14:30:00,4,5.7,190.2
18/7/20,14:40:00,4,5.3,177.3
18/7/20,14:50:00,4,5.7,228.8
18/7/20,15:00:00,4,3.4,234.5
18/7/20,15:10:00,4,4.3,192.7
18/7/20,15:20:00,4,4,253.7
18/7/20,15:30:00,4,5.4,244.4
18/7/20,15:40:00,4,6.2,194.5
18/7/20,15:50:00,4,4.9,184.5
18/7/20,16:00:00,4,3.6,190.2
18/7/20,16:10:00,4,3.8,171.6
18/7/20,16:20:00,4,6.4,228.2
18/7/20,16:30:00,4,4.6,190
18/7/20,16:40:00,4,3.1,178
18/7/20,16:50:00,4,0.8,181.9
18/7/20,17:00:00,4,1.1,218.7
18/7/20,17:10:00,4,1.4,227.6
18/7/20,17:20:00,4,0.4,239.8
18/7/20,17:30:00,4,1.9,84.3
18/7/20,17:40:00,4,2.3,119.1
18/7/20,17:50:00,4,2,78
18/7/20,18:00:00,4,1.4,102
18/7/20,18:10:00,4,0.1,148
18/7/20,18:20:00,4,0.6,126.6
18/7/20,18:30:00,4,0,143.1
18/7/20,18:40:00,4,0.6,62.8
18/7/20,18:50:00,4,0,105
18/7/20,19:00:00,4,0,59.2
18/7/20,19:10:00,4,0,220.5
18/7/20,19:20:00,4,0,82
18/7/20,19:30:00,4,0,183.2
18/7/20,19:40:00,4,0,154.6
18/7/20,19:50:00,4,2.1,79.7
18/7/20,20:00:00,4,2.1,85.1
18/7/20,20:10:00,4,2.8,85.1
18/7/20,20:20:00,4,4.7,82.3
18/7/20,20:30:00,4,4.4,87.3
18/7/20,20:40:00,4,4.4,82
18/7/20,20:50:00,4,4.2,78.4
18/7/20,21:00:00,4,3.1,72.1
18/7/20,21:10:00,4,2.9,77.1
18/7/20,21:20:00,4,2.4,80.1
18/7/20,21:30:00,4,2.9,70.6
18/7/20,21:40:00,4,3.5,52.6
18/7/20,21:50:00,4,3.9,48.6
18/7/20,22:00:00,4,5,60.8
18/7/20,22:10:00,4,4.4,51.8
18/7/20,22:20:00,4,4.2,43.6
18/7/20,22:30:00,4,4.9,52.9
18/7/20,22:40:00,4,4.7,43.2
18/7/20,22:50:00,4,6.1,51.1
18/7/20,23:00:00,4,5.7,50.4
18/7/20,23:10:00,4,5.3,67.3
18/7/20,23:20:00,4,3.4,92.9
18/7/20,23:30:00,4,3.5,94.4
18/7/20,23:40:00,4,3.2,97.7
18/7/20,23:50:00,4,2.6,91.5
19/7/20,0:00:00,4,2.7,89.2
19/7/20,0:10:00,4,2.5,96.2
19/7/20,0:20:00,4,2.4,103.3
19/7/20,0:30:00,4,1.3,115.5
19/7/20,0:40:00,4,1.9,109.4
19/7/20,0:50:00,4,1.8,101.7
19/7/20,1:00:00,4,1.4,108.9
19/7/20,1:10:00,4,1.9,93.2
19/7/20,1:20:00,4,2.1,92.7
19/7/20,1:30:00,4,1.5,116.5
19/7/20,1:40:00,4,1.2,132.1
19/7/20,1:50:00,4,1.1,117.2
19/7/20,2:00:00,4,1.7,82.3
19/7/20,2:10:00,4,1.5,82.5
19/7/20,2:20:00,4,1.6,92.7
19/7/20,2:30:00,4,1.2,83.5
19/7/20,2:40:00,4,1.2,102.5
19/7/20,2:50:00,4,0.9,86.3
19/7/20,3:00:00,4,1.2,88.2
19/7/20,3:10:00,4,1.3,70.7
19/7/20,3:20:00,4,1.4,82.8
19/7/20,3:30:00,4,1.7,48.6
19/7/20,3:40:00,4,2.4,47.5
19/7/20,3:50:00,4,2,45
19/7/20,4:00:00,4,1.4,79
19/7/20,4:10:00,4,1.2,63.8
19/7/20,4:20:00,4,1.5,53.4
19/7/20,4:30:00,4,2.1,42.7
19/7/20,4:40:00,4,2.3,38.4
19/7/20,4:50:00,4,2,26
19/7/20,5:00:00,4,1.3,53.9
19/7/20,5:10:00,4,1.3,43.6
19/7/20,5:20:00,4,2.2,30.3
19/7/20,5:30:00,4,2.1,35.3
19/7/20,5:40:00,4,1.5,47.7
19/7/20,5:50:00,4,1.4,37.6
19/7/20,6:00:00,4,1.3,46.9
19/7/20,6:10:00,4,0.3,60.1
19/7/20,6:20:00,4,0.8,64.6
19/7/20,6:30:00,4,0,143.2
19/7/20,6:40:00,4,0,203.5
19/7/20,6:50:00,4,0,204.9
19/7/20,7:00:00,4,0,230
19/7/20,7:10:00,4,0.6,274.5
19/7/20,7:20:00,4,0,223.2
19/7/20,7:30:00,4,0,284
19/7/20,7:40:00,4,1.1,225.1
19/7/20,7:50:00,4,2,107.9
19/7/20,8:00:00,4,0.3,188.6
19/7/20,8:10:00,4,1.2,155.9
19/7/20,8:20:00,4,2.4,274.2
19/7/20,8:30:00,4,2.2,289.2
19/7/20,8:40:00,4,2.9,277.1
19/7/20,8:50:00,4,4.3,262.7
19/7/20,9:00:00,4,4.8,294.3
19/7/20,9:10:00,4,4.9,286.9
19/7/20,9:20:00,4,6,299.8
19/7/20,9:30:00,4,6.7,263.9
19/7/20,9:40:00,4,6.4,258.9
19/7/20,9:50:00,4,6.7,260.3
19/7/20,10:00:00,4,6.9,273
19/7/20,10:10:00,4,7.3,262
19/7/20,10:20:00,4,7.5,249.5
19/7/20,10:30:00,4,9.6,236.2
19/7/20,10:40:00,4,7.8,251.2
19/7/20,10:50:00,4,7.1,256.7
19/7/20,11:00:00,4,8.9,237.4
19/7/20,11:10:00,4,6.7,258.7
19/7/20,11:20:00,4,5.8,251.7
19/7/20,11:30:00,4,7.9,274.6
19/7/20,11:40:00,4,7.8,279.6
19/7/20,11:50:00,4,8.2,273.1
19/7/20,12:00:00,4,8.1,257.3
19/7/20,12:10:00,4,9.5,227
19/7/20,12:20:00,4,7.5,252.9
19/7/20,12:30:00,4,10.1,244.3
19/7/20,12:40:00,4,9.1,281.7
19/7/20,12:50:00,4,8.4,268.4
19/7/20,13:00:00,4,10,270.1
19/7/20,13:10:00,4,8,275.5
19/7/20,13:20:00,4,8.9,266.8
19/7/20,13:30:00,4,8.3,288
19/7/20,13:40:00,4,10.3,263.9
19/7/20,13:50:00,4,8.7,267.3
19/7/20,14:00:00,4,9.5,277.6
19/7/20,14:10:00,4,9.7,251.6
19/7/20,14:20:00,4,10,263.3
19/7/20,14:30:00,4,9.1,264.8
19/7/20,14:40:00,4,8.1,274.9
19/7/20,14:50:00,4,8.9,259.1
19/7/20,15:00:00,4,7.2,281.9
19/7/20,15:10:00,4,6.7,288.9
19/7/20,15:20:00,4,9.5,258
19/7/20,15:30:00,4,9.1,245.9
19/7/20,15:40:00,4,9.1,239.8
19/7/20,15:50:00,4,6.6,271.5
19/7/20,16:00:00,4,6.9,264.5
19/7/20,16:10:00,4,6.1,267
19/7/20,16:20:00,4,6.6,285
19/7/20,16:30:00,4,5.7,274.7
19/7/20,16:40:00,4,5.7,278.9
19/7/20,16:50:00,4,4.3,279.6
19/7/20,17:00:00,4,2.9,275
19/7/20,17:10:00,4,1.9,269.6
19/7/20,17:20:00,4,2.1,263.1
19/7/20,17:30:00,4,1.6,263.9
19/7/20,17:40:00,4,0.9,284.4
19/7/20,17:50:00,4,1.3,287.2
19/7/20,18:00:00,4,1,261.7
19/7/20,18:10:00,4,1,287.8
19/7/20,18:20:00,4,1.4,292.6
19/7/20,18:30:00,4,1.8,292
19/7/20,18:40:00,4,1.6,285.8
19/7/20,18:50:00,4,1.4,297.6
19/7/20,19:00:00,4,2,302.9
19/7/20,19:10:00,4,1.7,301
19/7/20,19:20:00,4,1.7,295.8
19/7/20,19:30:00,4,2.3,312.7
19/7/20,19:40:00,4,1.8,279.9
19/7/20,19:50:00,4,1.4,295.3
19/7/20,20:00:00,4,1.9,290.5
19/7/20,20:10:00,4,2.7,316.6
19/7/20,20:20:00,4,2.1,274.5
19/7/20,20:30:00,4,1.9,282.2
19/7/20,20:40:00,4,1.8,283.9
19/7/20,20:50:00,4,2,291.9
19/7/20,21:00:00,4,1.8,297.2
19/7/20,21:10:00,4,1.9,296.2
19/7/20,21:20:00,4,1.8,281.4
19/7/20,21:30:00,4,1.7,275.1
19/7/20,21:40:00,4,2.8,263.9
19/7/20,21:50:00,4,4,256.6
19/7/20,22:00:00,4,4.6,258.1
19/7/20,22:10:00,4,5,258.7
19/7/20,22:20:00,4,5.2,260.9
19/7/20,22:30:00,4,4,263.1
19/7/20,22:40:00,4,4.3,249.4
19/7/20,22:50:00,4,3.9,242.9
19/7/20,23:00:00,4,3.8,228.1
19/7/20,23:10:00,4,3.5,229.1
19/7/20,23:20:00,4,4.5,223.7
19/7/20,23:30:00,4,3.5,207.8
19/7/20,23:40:00,4,2.6,216.6
19/7/20,23:50:00,4,2.7,215.4
20/7/20,0:00:00,4,3.2,231.4
20/7/20,0:10:00,4,2.5,237.3
20/7/20,0:20:00,4,2,246.6
20/7/20,0:30:00,4,3.4,223.5
20/7/20,0:40:00,4,4.1,224.3
20/7/20,0:50:00,4,4.4,230.7
20/7/20,1:00:00,4,4.6,241.6
20/7/20,1:10:00,4,3.3,266
20/7/20,1:20:00,4,4.2,254.4
20/7/20,1:30:00,4,4.9,258.2
20/7/20,1:40:00,4,4.6,262.5
20/7/20,1:50:00,4,3.6,269
20/7/20,2:00:00,4,2.1,280.8
20/7/20,2:10:00,4,2.2,281.6
20/7/20,2:20:00,4,2.7,279
20/7/20,2:30:00,4,2,289.8
20/7/20,2:40:00,4,2.5,282.3
